Release_Month,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
7.0,Indie/Black-and-white,2384645.809627329,120577944.93542427,0.4196491593495715
5.0,Drama/Action,100771193.61936194,263206968.35396725,0.8066243251394595
7.0,Drama/Action,98540471.57476766,249375512.79737106,0.7690973921293199
5.0,Drama/Action,12512344.701475767,263206968.35396725,0.8066243251394595
7.0,Drama/Action,449375384.65377295,249375512.79737106,0.7690973921293199
5.0,History/Indie,36146005.99570267,75375272.47006123,0.2970071384468629
7.0,History/Indie,230850.41022413474,61543816.91346504,0.2594802054367234
5.0,Drama/Action,386014206.25234103,263206968.35396725,0.8066243251394595
7.0,Drama/Action,322917172.30921054,249375512.79737106,0.7690973921293199
5.0,Drama/Action,91459964.40697818,263206968.35396725,0.8066243251394595
7.0,Drama/Action,117722904.49284928,249375512.79737106,0.7690973921293199
5.0,Drama/Action,128633949.32882352,263206968.35396725,0.8066243251394595
7.0,Drama/Action,429090994.2586078,249375512.79737106,0.7690973921293199
5.0,Parody/Black-and-white,201613939.04762268,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,743939818.962921,121607070.7663069,0.4224413409790833
5.0,Drama/Action,8877678.292730346,263206968.35396725,0.8066243251394595
7.0,Drama/Action,23514152.00934015,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,15123037.482501404,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,5462084.883497374,154696610.02877593,0.5122185099948828
5.0,Drama/Action,405972293.00508523,263206968.35396725,0.8066243251394595
7.0,Drama/Action,50100.98024528132,249375512.79737106,0.7690973921293199
5.0,Science Fiction/Comedy film,376862.6176395289,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,311470557.5984694,117821922.32847127,0.41217163282878305
5.0,Romantic drama/Drama,144032045.6649466,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,103343289.53512773,144608762.08236957,0.48484857828001515
5.0,Parody/Black-and-white,203523160.4418699,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,116029.4933737591,121607070.7663069,0.4224413409790833
5.0,Psychological thriller/Mystery,76705540.62499999,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,66083387.09677418,156237514.72589308,0.5163992288720185
5.0,Drama/Action,770616623.8065643,263206968.35396725,0.8066243251394595
7.0,Drama/Action,41807857.14285714,249375512.79737106,0.7690973921293199
5.0,Period piece/World cinema,287406483.9287241,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,39576120.99644128,157866698.8340276,0.5208194637950155
5.0,Indie/Black-and-white,135066279.25163618,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,28500757.936527256,120577944.93542427,0.4196491593495715
5.0,Period piece/World cinema,8243802.816901408,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,2311866.3834417327,157866698.8340276,0.5208194637950155
5.0,Period piece/World cinema,29675051.853477683,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,26943562.947034672,157866698.8340276,0.5208194637950155
5.0,Parody/Black-and-white,62340532.24981645,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,34677335.50021382,121607070.7663069,0.4224413409790833
5.0,Indie/Black-and-white,37076224.66216216,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,1116550.8469387756,120577944.93542427,0.4196491593495715
5.0,Romantic drama/Drama,39817006.80272109,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,14350310.278778678,144608762.08236957,0.48484857828001515
5.0,Short Film/Adventure,552910929.2327427,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,236096895.21224487,298757211.4903924,0.9030777741069885
5.0,Comedy film/Comedy,31078213.805970144,192054034.83145228,0.6135751294963488
7.0,Comedy film/Comedy,9143744.810627531,178222579.2748561,0.5760481964862094
5.0,Drama/Action,36996748.91629956,263206968.35396725,0.8066243251394595
7.0,Drama/Action,112171510.66956563,249375512.79737106,0.7690973921293199
5.0,Drama/Action,108671562.458531,263206968.35396725,0.8066243251394595
7.0,Drama/Action,48539191.20747992,249375512.79737106,0.7690973921293199
12.0,Comedy film/Comedy,919163104.5672156,212341244.36820775,0.6686175471315207
5.0,Comedy film/Comedy,35895775.10373443,192054034.83145228,0.6135751294963488
5.0,Drama/Action,777762829.0574042,263206968.35396725,0.8066243251394595
7.0,Drama/Action,521902283.06861347,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,38723558.40315951,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,6744487.9873831635,120577944.93542427,0.4196491593495715
5.0,Parody/Black-and-white,14937258.553377945,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,296396789.5151092,121607070.7663069,0.4224413409790833
5.0,Short Film/Adventure,1465042376.9458423,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,88539665.94300176,298757211.4903924,0.9030777741069885
5.0,Drama/Action,481230905.1582554,263206968.35396725,0.8066243251394595
7.0,Drama/Action,53509327.165173285,249375512.79737106,0.7690973921293199
5.0,Parody/Black-and-white,455069.084516129,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,694282334.5181174,121607070.7663069,0.4224413409790833
5.0,Period piece/World cinema,944764841.5251367,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,190674340.75150603,157866698.8340276,0.5208194637950155
5.0,Psychological thriller/Mystery,26641700.301435646,170068970.2824893,0.553926161882158
7.0,Psychological thriller/Mystery,495270748.09468645,156237514.72589308,0.5163992288720185
5.0,Drama/Action,1526910938.2592924,263206968.35396725,0.8066243251394595
7.0,Drama/Action,503630919.1299942,249375512.79737106,0.7690973921293199
5.0,Science Fiction/Comedy film,89233797.35246913,131653377.88506746,0.4496985658389225
12.0,Science Fiction/Comedy film,119673048.32713753,151940587.42182297,0.5047409834740945
5.0,Indie/Black-and-white,12056947.565543069,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,68468637.41007194,120577944.93542427,0.4196491593495715
7.0,Short Film/Adventure,52931582.284997426,298757211.4903924,0.9030777741069885
5.0,Short Film/Adventure,866093360.8491858,312588667.0469886,0.9406047071171281
5.0,Drama/Action,627439150.525,263206968.35396725,0.8066243251394595
7.0,Drama/Action,895350445.5445544,249375512.79737106,0.7690973921293199
5.0,Action/Crime Thriller,24906694.450929835,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,1365466581.6492105,156453823.6246165,0.5169861092273561
5.0,Comedy film/Comedy,26129910.71428571,192054034.83145228,0.6135751294963488
12.0,Comedy film/Comedy,192619396.96461362,212341244.36820775,0.6686175471315207
5.0,Indie/Black-and-white,29820586.17305433,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,235931534.30149457,120577944.93542427,0.4196491593495715
5.0,Romantic drama/Drama,63222770.200778805,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,5206039.632323512,144608762.08236957,0.48484857828001515
5.0,Science Fiction/Comedy film,422986449.33409095,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,18016591.372823328,117821922.32847127,0.41217163282878305
5.0,Drama/Action,263730374.84689978,263206968.35396725,0.8066243251394595
7.0,Drama/Action,70051719.52312395,249375512.79737106,0.7690973921293199
5.0,Romantic drama/Drama,20829537.366548043,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,130702705.1333063,144608762.08236957,0.48484857828001515
5.0,Short Film/Adventure,32983451.71005823,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,80933021.99181904,298757211.4903924,0.9030777741069885
5.0,Indie/Black-and-white,15735718.51304923,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,40127816.12022648,154696610.02877593,0.5122185099948828
5.0,Action/Crime Thriller,1902993.4447204908,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,22927607.174189445,156453823.6246165,0.5169861092273561
5.0,Drama/Action,92474628.25278811,263206968.35396725,0.8066243251394595
7.0,Drama/Action,349958365.6791971,249375512.79737106,0.7690973921293199
5.0,Indie/Black-and-white,285193373.4154633,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,853225.6936769523,120577944.93542427,0.4196491593495715
5.0,Action/Crime Thriller,3477925.9559523803,170285279.1812127,0.5545130422374955
7.0,Action/Crime Thriller,35693290.12263586,156453823.6246165,0.5169861092273561
5.0,Science Fiction/Comedy film,52572754.49101796,131653377.88506746,0.4496985658389225
7.0,Science Fiction/Comedy film,27322562.240663894,117821922.32847127,0.41217163282878305
5.0,History/Indie,75726.59734684459,75375272.47006123,0.2970071384468629
7.0,History/Indie,4711404.655086805,61543816.91346504,0.2594802054367234
5.0,Indie/Black-and-white,7417204.077466214,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,210671744.02250338,154696610.02877593,0.5122185099948828
5.0,Drama/Action,1069251093.7498084,263206968.35396725,0.8066243251394595
7.0,Drama/Action,609404560.4624224,249375512.79737106,0.7690973921293199
5.0,History/Indie,864863.5109296298,75375272.47006123,0.2970071384468629
7.0,History/Indie,436767560.13112235,61543816.91346504,0.2594802054367234
5.0,Indie/Black-and-white,39166806.36080315,134409400.49202046,0.45717609235971096
7.0,Indie/Black-and-white,2205958.1139107607,120577944.93542427,0.4196491593495715
5.0,Indie/Black-and-white,31567599.882312924,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,38629641.32755576,154696610.02877593,0.5122185099948828
5.0,Drama/Action,141676346.20680472,263206968.35396725,0.8066243251394595
7.0,Drama/Action,1546977541.0756943,249375512.79737106,0.7690973921293199
5.0,Drama/Action,703028104.0894357,263206968.35396725,0.8066243251394595
7.0,Drama/Action,137632042.41245598,249375512.79737106,0.7690973921293199
5.0,Drama/Action,194146224.7928571,263206968.35396725,0.8066243251394595
7.0,Drama/Action,358471323.1905882,249375512.79737106,0.7690973921293199
5.0,Comedy film/Comedy,82172609.9188132,192054034.83145228,0.6135751294963488
7.0,Comedy film/Comedy,285889270.9466726,178222579.2748561,0.5760481964862094
5.0,Period piece/World cinema,35286743.030283295,171698154.39062378,0.558346396805155
7.0,Period piece/World cinema,57951485.14851484,157866698.8340276,0.5208194637950155
5.0,Parody/Black-and-white,50873834.88057491,135438526.3229031,0.4599682739892228
7.0,Parody/Black-and-white,71319048.77004032,121607070.7663069,0.4224413409790833
7.0,Indie/Black-and-white,48775833.33333333,120577944.93542427,0.4196491593495715
5.0,Indie/Black-and-white,44843075.280807205,134409400.49202046,0.45717609235971096
5.0,Romantic drama/Drama,19365735.839068286,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,27528581.960569944,144608762.08236957,0.48484857828001515
5.0,Short Film/Adventure,594526023.7576946,312588667.0469886,0.9406047071171281
7.0,Short Film/Adventure,92819682.8358209,298757211.4903924,0.9030777741069885
5.0,Indie/Black-and-white,27370611.51079136,134409400.49202046,0.45717609235971096
12.0,Indie/Black-and-white,445772357.2991071,154696610.02877593,0.5122185099948828
5.0,Romantic drama/Drama,212373267.1096442,158440217.63896576,0.5223755112901546
7.0,Romantic drama/Drama,90107934.68041451,144608762.08236957,0.48484857828001515
