Movie_Length_Bin,Genre_cluster,Inflated_revenue,propensity_score,propensity_score_z
Long,Parody/Black-and-white,7670644.369028763,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,21905314.371257484,129176375.32519253,0.4275771858378465
Long,Period piece/World cinema,30823230.991766304,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,602430.9099190284,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,13164411.764705881,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,26584442.461566966,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,5770110.564056225,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3388426.360800971,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,1632976.2540816325,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,266888023.43823525,90956139.43037148,0.3006298576765983
Long,History/Indie,40005841.91419142,30763577.417190842,0.10070212976351796
Very Long,History/Indie,65007998.99204413,107153239.04546267,0.35442802171085075
Long,Psychological thriller/Mystery,110995807.60523674,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,89433655.4262963,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,1000567.2115466855,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,6288052.942829407,90956139.43037148,0.3006298576765983
Long,Drama/Indie,60899306.358381495,40702590.249215946,0.13371425263628434
Very Long,Drama/Indie,4703479.2798245605,117092251.87748778,0.38744014458361714
Long,Drama/Action,356085.77287485776,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,725830.8531746032,199264501.40603396,0.6603727229003783
Long,Drama/Action,285729876.29888666,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,130104161.57269304,199264501.40603396,0.6603727229003783
Long,Science Fiction/Comedy film,19247312.69401727,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,30953894.230769224,107590124.64826033,0.35587912369096164
Long,Period piece/World cinema,3551380.7214285713,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,3704743.106292984,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,418983.9388835418,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4.771548913043477,90956139.43037148,0.3006298576765983
Long,History/Indie,1457694.0221470837,30763577.417190842,0.10070212976351796
Very Long,History/Indie,377132731.9587629,107153239.04546267,0.35442802171085075
Long,Action/Crime Thriller,14167384.627348524,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,151600563.06306306,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,16416550.518630452,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,1682185.5017115413,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,113293711.71116504,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,61776015.58397851,124154737.39044231,0.41089797117878446
Long,Period piece/World cinema,434641.1764171215,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,119051769.07186466,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,2638854.234508076,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,52290944.49474915,90956139.43037148,0.3006298576765983
Long,Period piece/World cinema,33686906.47482014,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,218358539.8892857,121768933.49534872,0.40297359753461576
Long,Action/Crime Thriller,24412.357215771637,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,67911430.46133828,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,48191299.27010834,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,53705698.17829349,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,37497.03146776547,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,29662306.041039728,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,14487871.287128711,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,12990513.309352515,107590124.64826033,0.35587912369096164
Long,Indie/Black-and-white,27899303.14398361,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,21686733.529023424,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,2254267.228226794,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,95369.97820888703,90956139.43037148,0.3006298576765983
Long,Drama/Action,32312032.9543021,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,299963290.0637383,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,40522075.64084171,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,257190668.025,119486539.53913563,0.3953926967952801
Long,Action/Crime Thriller,104320201.76825218,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,316756685.12923384,119486539.53913563,0.3953926967952801
Long,Psychological thriller/Mystery,222093.27704951234,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,13422987.383164044,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,6554716.761290322,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,877780538.2918427,90956139.43037148,0.3006298576765983
Long,Drama/Action,64085839.803575344,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,938262833.4408565,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,349605616.9125984,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,21607283.28328804,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,335526.78469022014,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,6021218.646592443,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,30379584.374999993,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,100913447.17948717,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,46200476.49409938,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,428780.928423913,134400284.6041544,0.4449282384934588
Long,Science Fiction/Comedy film,23390641.26394052,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,39494601.889338724,107590124.64826033,0.35587912369096164
Long,Period piece/World cinema,120132116.60377356,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,161781229.3729373,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,30840325.112107616,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,982720.0541696363,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,15576798.387096772,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,42543573.06809487,107590124.64826033,0.35587912369096164
Long,Drama/Action,107065373.37339067,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,116900739.14241847,199264501.40603396,0.6603727229003783
Long,Science Fiction/Comedy film,13310096.26154197,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,122373532.02846973,107590124.64826033,0.35587912369096164
Long,Short Film/Adventure,362172342.734747,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,50284364.261168376,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,2978011.671428571,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,54599813.43283581,90956139.43037148,0.3006298576765983
Long,Drama/Action,32765010.85757014,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,928590236.184669,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,37066780.63133933,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,3497714.037531987,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,8869958.995283926,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,99690784.54898313,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,274066563.55517244,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,13719505.265550595,124154737.39044231,0.41089797117878446
Long,Psychological thriller/Mystery,10507512.077104287,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,130472288.55513185,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,3710169.022138554,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,45302794.707331285,119486539.53913563,0.3953926967952801
Long,Drama/Indie,24801271.186440676,40702590.249215946,0.13371425263628434
Very Long,Drama/Indie,29433692.52873563,117092251.87748778,0.38744014458361714
Long,Indie/Black-and-white,8988320.563640872,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1015253.5958423913,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,69018074.75188993,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,1902993.4447204908,119486539.53913563,0.3953926967952801
Long,Drama/Action,211143.44173309207,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,45255927.835051544,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,11332492.961179577,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,33914196.55414746,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,30186826.547058817,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3827504.966443452,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,9581587.1886121,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3026309.979120879,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,27198420.07434944,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,21516033.343204364,116217403.65125443,0.384534363332749
Long,Action/Crime Thriller,191210.9695868401,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,237890932.8832565,119486539.53913563,0.3953926967952801
Long,Drama/Action,32978666.64287776,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,512495645.95684046,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,22443470.939999998,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,6492717.346220253,134400284.6041544,0.4449282384934588
Long,Romantic drama/Drama,47046152.715291694,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,42313132.81848437,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,96625214.94439131,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,121773444.57666558,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,153720232.1225029,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,12617003.404601226,129176375.32519253,0.4275771858378465
Long,Psychological thriller/Mystery,21326343.256374005,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,23759662.378795434,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,47940.73705882352,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,346811797.1530249,90956139.43037148,0.3006298576765983
Long,Drama/Action,151620741.5658385,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,244825575.8874274,199264501.40603396,0.6603727229003783
Long,Drama/Action,7075972.626959845,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,63484352.9612695,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,1041303.0897154242,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,80528882.13876306,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,14531635.33737903,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,39611525.658232115,129176375.32519253,0.4275771858378465
Long,Period piece/World cinema,25022546.468401484,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,712792.650708502,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,14063643.450035635,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,121844656.47513181,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,79967936.26234029,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,119140320.71843916,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,31254021.609446693,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,166742253.2383924,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,15066425.28497409,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,36318886.261707515,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,18473392.92578191,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,50436121.894701876,121768933.49534872,0.40297359753461576
Long,Science Fiction/Comedy film,14069951.92307692,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,27198420.07434944,107590124.64826033,0.35587912369096164
Long,Drama/Action,202143196.63797545,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,14967433.294547377,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,5508038.035386381,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,37737851.11638586,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,16410016.396080302,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,1017143.1918307084,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,16423236.731977722,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,5459195.913097826,90956139.43037148,0.3006298576765983
Long,Parody/Black-and-white,173249256.79846936,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,50629564.25095448,129176375.32519253,0.4275771858378465
Long,Comedy film/Comedy,15591355.33759124,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,7039354.61709619,116217403.65125443,0.384534363332749
Long,Drama/Action,106426759.95860213,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,41608583.340473294,199264501.40603396,0.6603727229003783
Long,Short Film/Adventure,168322755.92443547,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,64507284.36435874,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,293530.0553068936,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,17089227.261235118,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,39915.95677050222,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,970833220.5904838,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,127859801.84860523,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,10185297.101012269,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,31096990.45346744,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,14052672.166737108,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,31034120.303961266,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,219507292.8339629,119486539.53913563,0.3953926967952801
Long,Drama/Action,160167149.47981307,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,1462041607.3441243,199264501.40603396,0.6603727229003783
Long,Comedy film/Comedy,225435616.67285848,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,1439543.8221832924,116217403.65125443,0.384534363332749
Long,Romantic drama/Drama,56563965.61771176,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,212539822.8735294,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,33420478.39506173,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1095129.6623306763,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,1341425.4309894384,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,67973778.2317478,134400284.6041544,0.4449282384934588
Long,Indie/Black-and-white,20311708.6254907,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,13762355.41579861,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,355774.5413580247,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,9290634.92063492,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,2864381.150249465,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,3077163.022352941,90956139.43037148,0.3006298576765983
Long,Drama/Action,5564955.3129216265,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,577557549.6688741,199264501.40603396,0.6603727229003783
Long,Drama/Action,169820624.95311284,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,141284999.81801242,199264501.40603396,0.6603727229003783
Long,Short Film/Adventure,374869643.00158566,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,7800339.779813664,301516630.9709455,0.9999999999999999
Long,Action/Crime Thriller,2331240.4983177567,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,502515.1472996516,119486539.53913563,0.3953926967952801
Long,Drama/Action,214792660.5504587,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,351539291.5011739,199264501.40603396,0.6603727229003783
Long,Drama/Action,95789960.66395159,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,56133112.11289212,199264501.40603396,0.6603727229003783
Long,Romantic drama/Drama,28007847.775604088,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,86313350.62805657,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,7581208.706171445,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,2083652.3729813665,119486539.53913563,0.3953926967952801
Long,Drama/Action,9894665.549999999,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,8664937.160741355,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,305245.2258104966,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,4657728.984302411,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,166363383.4561592,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,339169701.9867549,116217403.65125443,0.384534363332749
Long,Indie/Black-and-white,11869575.815079363,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,725830.8531746032,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,24346650.14716909,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,50341.43154891304,119486539.53913563,0.3953926967952801
Long,Romantic drama/Drama,38363014.981273405,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,404211608.910891,134400284.6041544,0.4449282384934588
Long,Action/Crime Thriller,5796094.462314388,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,1365466581.6492105,119486539.53913563,0.3953926967952801
Long,Period piece/World cinema,10541226.964037698,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,411465729.34973633,121768933.49534872,0.40297359753461576
Long,Indie/Black-and-white,1990518.7552935511,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,365894109.51225317,90956139.43037148,0.3006298576765983
Long,Science Fiction/Comedy film,87474015.15151514,31200463.019988492,0.1021532317436288
Very Long,Science Fiction/Comedy film,466059233.7693322,107590124.64826033,0.35587912369096164
Long,Romantic drama/Drama,110500869.82531935,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,23456656.810441468,134400284.6041544,0.4449282384934588
Long,Comedy film/Comedy,919163104.5672156,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,24569916.044776116,116217403.65125443,0.384534363332749
Long,Period piece/World cinema,689113.0243028424,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1063459.296693657,121768933.49534872,0.40297359753461576
Long,Period piece/World cinema,22451298.249514557,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,148336.17210551092,121768933.49534872,0.40297359753461576
Long,Short Film/Adventure,19165246.982709855,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,132000605.06050602,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,195826.27879113893,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,643382.108797084,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,44020581.89795918,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,93647568.91067934,134400284.6041544,0.4449282384934588
Long,Drama/Action,175200224.145712,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,438946.53625192004,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,9569100.81743869,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,87316368.80629858,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,191207749.08095106,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,1037631629.8128539,134400284.6041544,0.4449282384934588
Long,Psychological thriller/Mystery,40864953.98131424,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,581166011.8099378,124154737.39044231,0.41089797117878446
Long,Parody/Black-and-white,15539478.933664883,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,35505937.5,129176375.32519253,0.4275771858378465
Long,Drama/Action,180779300.36820558,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,132566900.66225164,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,208242.3234375,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,256747867.08588782,119486539.53913563,0.3953926967952801
Long,Comedy film/Comedy,10348665.856276589,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,41250427.185401455,116217403.65125443,0.384534363332749
Long,Drama/Action,162565294.9478261,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,287802406.3286685,199264501.40603396,0.6603727229003783
Long,Period piece/World cinema,46265312.5,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,17482471.317120522,121768933.49534872,0.40297359753461576
Long,Parody/Black-and-white,59651452.047207884,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,48049772.471120104,129176375.32519253,0.4275771858378465
Long,Drama/Action,821439838.7797881,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,39221804.12371134,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,46655136.01368448,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,120664953.54239255,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,1917559.8312900923,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,139943295.75624275,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,1180232.7554744524,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,48552718.73571429,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,48528.51149068323,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,186317473.02741638,90956139.43037148,0.3006298576765983
Long,Comedy film/Comedy,140349885.85721648,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,2084606.7010122698,116217403.65125443,0.384534363332749
Long,Parody/Black-and-white,5264125.935893575,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,12322100.578922743,129176375.32519253,0.4275771858378465
Long,Parody/Black-and-white,13.421093664012911,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,38363014.981273405,129176375.32519253,0.4275771858378465
Long,Indie/Black-and-white,18231228.799637094,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,29901046.20500992,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,1181873501.7122447,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,782842.0488905892,124154737.39044231,0.41089797117878446
Long,Psychological thriller/Mystery,18387650.43440217,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,19256950.62859813,124154737.39044231,0.41089797117878446
Long,Psychological thriller/Mystery,1299136.6395997372,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,241933434.9891961,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,38634323.43234323,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,6505208.078634651,119486539.53913563,0.3953926967952801
Long,Indie/Black-and-white,344089814.8458064,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,19773584.972299024,90956139.43037148,0.3006298576765983
Long,Psychological thriller/Mystery,228993209.00791276,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,23072385.89211618,124154737.39044231,0.41089797117878446
Long,Drama/Action,25434628.136916604,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,63794005.44959128,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,664123369.3698443,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,159212900.77234623,124154737.39044231,0.41089797117878446
Long,Indie/Black-and-white,3972829.8229417666,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1749567.9347826084,90956139.43037148,0.3006298576765983
Long,Short Film/Adventure,13115918.550655436,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,138003091.1111111,301516630.9709455,0.9999999999999999
Long,Drama/Action,36617073.54686969,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,1358120655.8858624,199264501.40603396,0.6603727229003783
Long,Psychological thriller/Mystery,7856914.85696122,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,44912688.7526627,124154737.39044231,0.41089797117878446
Long,Romantic drama/Drama,480584800.93787074,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,73038326.42857142,134400284.6041544,0.4449282384934588
Long,Period piece/World cinema,11548464.870067371,45379271.867076874,0.1492477055872829
Very Long,Period piece/World cinema,1942577.4591104293,121768933.49534872,0.40297359753461576
Long,Psychological thriller/Mystery,67147914.06044708,47765075.762170464,0.15717207923145157
Very Long,Psychological thriller/Mystery,495527807.83580714,124154737.39044231,0.41089797117878446
Long,Action/Crime Thriller,47223481.02267335,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,57710702.75525552,119486539.53913563,0.3953926967952801
Long,Comedy film/Comedy,116704505.43738076,39827742.0229826,0.13080847138541615
Very Long,Comedy film/Comedy,10330774.288614944,116217403.65125443,0.384534363332749
Long,Short Film/Adventure,1090192.1696038428,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,363627253.615802,301516630.9709455,0.9999999999999999
Long,Action/Crime Thriller,265.7376545474557,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,23343856.87790451,119486539.53913563,0.3953926967952801
Long,Drama/Action,26444728.915662646,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,222294360.28119504,199264501.40603396,0.6603727229003783
Long,Parody/Black-and-white,758491.7663123234,52786713.69692069,0.17385129389051368
Very Long,Parody/Black-and-white,435498.51190476184,129176375.32519253,0.4275771858378465
Long,Short Film/Adventure,708603792.7399989,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,13961865.11459854,301516630.9709455,0.9999999999999999
Long,Drama/Action,29253116.55934015,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,95638888.88888887,199264501.40603396,0.6603727229003783
Long,Indie/Black-and-white,904103.6206845237,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,76579428.18782482,90956139.43037148,0.3006298576765983
Long,Romantic drama/Drama,49928018.3727034,58010622.975882575,0.191202346546126
Very Long,Romantic drama/Drama,64509846.52313575,134400284.6041544,0.4449282384934588
Long,Short Film/Adventure,443731213.66072047,225126969.34267363,0.746274108052667
Very Long,Short Film/Adventure,1610768114.624534,301516630.9709455,0.9999999999999999
Long,Indie/Black-and-white,6734102.941176469,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,1796556.2800650557,90956139.43037148,0.3006298576765983
Long,Indie/Black-and-white,18412502.25165761,14566477.802099643,0.04690396572926541
Very Long,Indie/Black-and-white,57793214.285714276,90956139.43037148,0.3006298576765983
Long,Action/Crime Thriller,7613995.994214028,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,26294710.149216026,119486539.53913563,0.3953926967952801
Long,Drama/Action,8762125.748502994,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,417592.7409937888,199264501.40603396,0.6603727229003783
Long,Drama/Action,7520502.9368575625,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,550931852.4096385,199264501.40603396,0.6603727229003783
Long,Action/Crime Thriller,2021934.3088043479,43096877.91086381,0.1416668048479473
Very Long,Action/Crime Thriller,252716163.97108656,119486539.53913563,0.3953926967952801
Long,Drama/Action,85246321.08997796,122874839.77776213,0.40664683095304544
Very Long,Drama/Action,19602231.99207893,199264501.40603396,0.6603727229003783
